Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     25.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1251
Responsivity normalization = 302172611547.561830
-------------------------------------------------------
Wave(nm)	WeightSum	DayResp	CumResp	SmoothResp	DayExtn	CumExtn
447.8	1.195377542	0.747507592	0.747507592	0.747507592	0.731659583	0.731659583
448.4	1.190228622	0.744287809	0.744287809	0.744287809	0.731055849	0.731055849
449	1.185495369	0.741327956	0.741327956	0.741327956	0.729873229	0.729873229
449.6	1.181306395	0.738708457	0.738708457	0.738708457	0.731428337	0.731428337
450.2	1.177234993	0.736162479	0.736162479	0.736162479	0.734044716	0.734044716
450.8	1.172729732	0.733345197	0.733345197	0.733345197	0.737044354	0.737044354
451.4	1.167645463	0.730165842	0.730165842	0.730165842	0.73957091	0.73957091
452	1.162497351	0.726946564	0.726946564	0.726946564	0.741490348	0.741490348
452.6	1.157825221	0.724024932	0.724024932	0.724024932	0.741719319	0.741719319
453.2	1.153654898	0.721417096	0.721417096	0.721417096	0.742743043	0.742743043
453.8	1.149627865	0.718898864	0.718898864	0.718898864	0.744426218	0.744426218
454.4	1.145447642	0.716284838	0.716284838	0.716284838	0.746190886	0.746190886
455	1.141195844	0.713626053	0.713626053	0.713626053	0.747384485	0.747384485
455.6	1.137078037	0.711051058	0.711051058	0.711051058	0.747739834	0.747739834
456.2	1.133111098	0.708570405	0.708570405	0.708570405	0.747562492	0.747562492
456.8	1.128892921	0.705932645	0.705932645	0.705932645	0.74882045	0.74882045
457.4	1.123993681	0.702868994	0.702868994	0.702868994	0.749991625	0.749991625
458	1.118650514	0.699527741	0.699527741	0.699527741	0.751434471	0.751434471
458.6	1.113772279	0.696477226	0.696477226	0.696477226	0.752970175	0.752970175
459.2	1.110117502	0.694191778	0.694191778	0.694191778	0.754419924	0.754419924
459.8	1.107083356	0.69229443	0.69229443	0.69229443	0.755604905	0.755604905
460.4	1.103444522	0.690018952	0.690018952	0.690018952	0.756820773	0.756820773
461	1.098497464	0.686925399	0.686925399	0.686925399	0.756844203	0.756844203
461.6	1.093154021	0.683583974	0.683583974	0.683583974	0.757829579	0.757829579
462.2	1.08861575	0.680746048	0.680746048	0.680746048	0.759062439	0.759062439
462.8	1.085226829	0.678626849	0.678626849	0.678626849	0.759612005	0.759612005
463.4	1.082168229	0.676714209	0.676714209	0.676714209	0.760190095	0.760190095
464	1.07860172	0.674483957	0.674483957	0.674483957	0.760853952	0.760853952
464.6	1.074397852	0.671855145	0.671855145	0.671855145	0.760739735	0.760739735
465.2	1.069869689	0.66902354	0.66902354	0.66902354	0.761524422	0.761524422
465.8	1.065335763	0.666188333	0.666188333	0.666188333	0.7629849	0.7629849
466.4	1.061109123	0.66354528	0.66354528	0.66354528	0.764562168	0.764562168
467	1.057497441	0.661286781	0.661286781	0.661286781	0.766307951	0.766307951
467.6	1.054418334	0.659361317	0.659361317	0.659361317	0.768016544	0.768016544
468.2	1.051071722	0.657268574	0.657268574	0.657268574	0.769482242	0.769482242
468.8	1.04664079	0.654497771	0.654497771	0.654497771	0.771067955	0.771067955
469.4	1.041350329	0.651189478	0.651189478	0.651189478	0.771121373	0.771121373
470	1.036303708	0.648033665	0.648033665	0.648033665	0.771276942	0.771276942
470.6	1.032417038	0.645603206	0.645603206	0.645603206	0.772040844	0.772040844
471.2	1.029295069	0.643650941	0.643650941	0.643650941	0.772654316	0.772654316
471.8	1.026048517	0.641620768	0.641620768	0.641620768	0.773190831	0.773190831
472.4	1.022107786	0.639156504	0.639156504	0.639156504	0.77379926	0.77379926
473	1.017713475	0.636408601	0.636408601	0.636408601	0.7742379	0.7742379
473.6	1.013228314	0.633603887	0.633603887	0.633603887	0.774250694	0.774250694
474.2	1.008901514	0.630898202	0.630898202	0.630898202	0.77373081	0.77373081
474.8	1.004853412	0.628366795	0.628366795	0.628366795	0.773875423	0.773875423
475.4	1.001180394	0.62606994	0.62606994	0.62606994	0.774516644	0.774516644
476	0.997829455	0.623974491	0.623974491	0.623974491	0.775152069	0.775152069
476.6	0.994669996	0.621998781	0.621998781	0.621998781	0.775896413	0.775896413
477.2	0.991543234	0.620043517	0.620043517	0.620043517	0.776701659	0.776701659
477.8	0.988193374	0.617948743	0.617948743	0.617948743	0.777519791	0.777519791
478.4	0.984348569	0.615544464	0.615544464	0.615544464	0.778302791	0.778302791
479	0.980046108	0.612853998	0.612853998	0.612853998	0.779002642	0.779002642
479.6	0.975796948	0.610196864	0.610196864	0.610196864	0.780412613	0.780412613
480.2	0.972105622	0.607888561	0.607888561	0.607888561	0.781168849	0.781168849
480.8	0.968863971	0.605861453	0.605861453	0.605861453	0.782010025	0.782010025
481.4	0.965531596	0.603777613	0.603777613	0.603777613	0.783553444	0.783553444
482	0.961668234	0.60136173	0.60136173	0.60136173	0.785568554	0.785568554
482.6	0.957375307	0.598677226	0.598677226	0.598677226	0.78631689	0.78631689
483.2	0.952921681	0.595892232	0.595892232	0.595892232	0.786477176	0.786477176
483.8	0.948544292	0.593154911	0.593154911	0.593154911	0.788430866	0.788430866
484.4	0.944413315	0.59057168	0.59057168	0.59057168	0.790934684	0.790934684
485	0.940681476	0.588238042	0.588238042	0.588238042	0.793542479	0.793542479
485.6	0.937310273	0.586129922	0.586129922	0.586129922	0.795539424	0.795539424
486.2	0.934079365	0.584109532	0.584109532	0.584109532	0.796052865	0.796052865
486.8	0.93078708	0.582050762	0.582050762	0.582050762	0.795313227	0.795313227
487.4	0.927414202	0.579941594	0.579941594	0.579941594	0.795836663	0.795836663
488	0.924019964	0.577819069	0.577819069	0.577819069	0.797048003	0.797048003
488.6	0.920647956	0.575710445	0.575710445	0.575710445	0.798207433	0.798207433
489.2	0.917295762	0.573614212	0.573614212	0.573614212	0.798840448	0.798840448
489.8	0.913952654	0.57152366	0.57152366	0.57152366	0.79940575	0.79940575
490.4	0.910605286	0.569430444	0.569430444	0.569430444	0.800586893	0.800586893
491	0.907236967	0.567324127	0.567324127	0.567324127	0.801588297	0.801588297
491.6	0.903836251	0.565197552	0.565197552	0.565197552	0.801946947	0.801946947
492.2	0.900447928	0.563078726	0.563078726	0.563078726	0.802651087	0.802651087
